arb_id,timestamp_iso,size,buy_px,sell_px,spread_realized,pnl
19,2025-12-10 11:20:28,0.01,90002.01,90002.82,0.8100000000122236,0.008100000000122237
22,2025-12-10 11:20:28,0.01,90001.42,90004.64,3.220000000001164,0.03220000000001164
33,2025-12-10 11:20:28,0.01,90002.44,90003.97,1.5299999999988358,0.01529999999998836
35,2025-12-10 11:20:28,0.01,90002.44,90004.39,1.9499999999970896,0.019499999999970898
36,2025-12-10 11:20:28,0.01,90002.44,90004.39,1.9499999999970896,0.019499999999970898
72,2025-12-10 11:20:30,0.01,90004.4,90010.32,5.920000000012806,0.05920000000012806
73,2025-12-10 11:20:30,0.01,90004.4,90010.67,6.2700000000040745,0.06270000000004075
74,2025-12-10 11:20:30,0.01,90004.83764,90010.67,5.832360000000335,0.058323600000003355
75,2025-12-10 11:20:30,0.01,90005.37,90010.5524,5.182400000005146,0.051824000000051454
76,2025-12-10 11:20:30,0.01,90005.37,90010.32,4.9500000000116415,0.049500000000116416
81,2025-12-10 11:20:31,0.01,90012.88,90013.73,0.8499999999912689,0.008499999999912689
141,2025-12-10 11:20:34,0.01,90009.75,90022.67,12.919999999998254,0.12919999999998255
161,2025-12-10 11:20:35,0.01,90002.14,90020.86,18.720000000001164,0.18720000000001163
182,2025-12-10 11:20:36,0.01,89998.48,90015.27,16.79000000000815,0.16790000000008148
201,2025-12-10 11:20:37,0.01,90001.06,90021.78,20.720000000001164,0.20720000000001165
202,2025-12-10 11:20:37,0.01,90001.06,90021.78,20.720000000001164,0.20720000000001165
221,2025-12-10 11:20:38,0.01,90002.16,90027.95,25.789999999993597,0.25789999999993596
222,2025-12-10 11:20:38,0.01,90002.16,90027.95,25.789999999993597,0.25789999999993596
325,2025-12-10 11:20:43,0.01,89975.23,90039.2,63.970000000001164,0.6397000000000117
326,2025-12-10 11:20:43,0.01,89975.23,90039.2,63.970000000001164,0.6397000000000117
328,2025-12-10 11:20:43,0.01,89975.23,90039.44,64.2100000000064,0.6421000000000641
361,2025-12-10 11:20:45,0.01,89967.85,90038.66,70.80999999999767,0.7080999999999767
362,2025-12-10 11:20:45,0.01,89967.85,90038.66,70.80999999999767,0.7080999999999767
363,2025-12-10 11:20:45,0.01,89967.85,90038.66,70.80999999999767,0.7080999999999767
381,2025-12-10 11:20:46,0.01,89955.2,90041.19,85.99000000000524,0.8599000000000524
401,2025-12-10 11:20:47,0.01,89945.0,90037.19,92.19000000000233,0.9219000000000233
421,2025-12-10 11:20:48,0.01,89923.7,90049.95,126.25,1.2625
426,2025-12-10 11:20:48,0.01,89925.12,90049.96,124.84000000001106,1.2484000000001105
461,2025-12-10 11:20:50,0.01,89936.31,90066.14,129.83000000000175,1.2983000000000176
515,2025-12-10 11:20:52,0.01,89948.54,90061.89,113.35000000000582,1.1335000000000581
516,2025-12-10 11:20:52,0.01,89948.54,90061.89,113.35000000000582,1.1335000000000581
518,2025-12-10 11:20:52,0.01,89948.22,90061.89,113.66999999999825,1.1366999999999825
519,2025-12-10 11:20:52,0.01,89948.22,90062.46,114.24000000000524,1.1424000000000525
520,2025-12-10 11:20:52,0.01,89948.188995,90062.46,114.27100500000233,1.1427100500000233
521,2025-12-10 11:20:53,0.01,89948.79,90061.58,112.79000000000815,1.1279000000000816
601,2025-12-10 11:20:57,0.01,89953.93,90051.97,98.04000000000815,0.9804000000000815
701,2025-12-10 11:21:02,0.01,89980.6,90052.0,71.39999999999418,0.7139999999999418
781,2025-12-10 11:21:06,0.01,89957.22,90045.23,88.00999999999476,0.8800999999999476
842,2025-12-10 11:21:09,0.01,89927.52,90045.97,118.44999999999709,1.184499999999971
843,2025-12-10 11:21:09,0.01,89927.52,90045.97,118.44999999999709,1.184499999999971
844,2025-12-10 11:21:09,0.01,89927.52,90045.97,118.44999999999709,1.184499999999971
881,2025-12-10 11:21:11,0.01,89943.87,90042.94,99.07000000000698,0.9907000000000699
921,2025-12-10 11:21:13,0.01,89946.96,90053.38,106.41999999999825,1.0641999999999825
1004,2025-12-10 11:21:17,0.01,89956.48,90061.96,105.48000000001048,1.0548000000001048
1025,2025-12-10 11:21:18,0.01,89957.03,90067.66,110.63000000000466,1.1063000000000467
1141,2025-12-10 11:21:24,0.01,89957.13,90064.89,107.75999999999476,1.0775999999999477
1142,2025-12-10 11:21:24,0.01,89957.13,90064.89,107.75999999999476,1.0775999999999477
1181,2025-12-10 11:21:26,0.01,89944.96,90070.14,125.17999999999302,1.25179999999993
1182,2025-12-10 11:21:26,0.01,89944.96,90070.14,125.17999999999302,1.25179999999993
1183,2025-12-10 11:21:26,0.01,89944.96,90070.14,125.17999999999302,1.25179999999993
1186,2025-12-10 11:21:26,0.01,89944.97875000001,90073.18,128.2012499999837,1.282012499999837
1187,2025-12-10 11:21:26,0.01,89945.26,90073.18,127.91999999999825,1.2791999999999826
1221,2025-12-10 11:21:28,0.01,89942.08,90064.68,122.59999999999127,1.2259999999999127
1222,2025-12-10 11:21:28,0.01,89942.08,90064.68,122.59999999999127,1.2259999999999127
1223,2025-12-10 11:21:28,0.01,89942.08,90064.68,122.59999999999127,1.2259999999999127
1281,2025-12-10 11:21:31,0.01,89941.76,90050.62,108.86000000000058,1.0886000000000058
1282,2025-12-10 11:21:31,0.01,89941.76,90050.62,108.86000000000058,1.0886000000000058
1283,2025-12-10 11:21:31,0.01,89941.76,90050.62,108.86000000000058,1.0886000000000058
1284,2025-12-10 11:21:31,0.01,89939.65,90050.62,110.97000000000116,1.1097000000000117
1285,2025-12-10 11:21:31,0.01,89941.76,90050.62,108.86000000000058,1.0886000000000058
1300,2025-12-10 11:21:31,0.01,89938.61,90051.77,113.16000000000349,1.131600000000035
1321,2025-12-10 11:21:33,0.01,89930.82,90054.23,123.40999999998894,1.2340999999998894
1341,2025-12-10 11:21:34,0.01,89931.33,90059.33,128.0,1.28
1361,2025-12-10 11:21:35,0.01,89930.15,90050.25,120.10000000000582,1.2010000000000582
1381,2025-12-10 11:21:36,0.01,89934.93,90054.08,119.15000000000873,1.1915000000000873
1382,2025-12-10 11:21:36,0.01,89934.93,90054.08,119.15000000000873,1.1915000000000873
1383,2025-12-10 11:21:36,0.01,89934.93,90054.08,119.15000000000873,1.1915000000000873
1448,2025-12-10 11:21:39,0.01,89935.4,90033.61,98.2100000000064,0.982100000000064
1449,2025-12-10 11:21:39,0.01,89935.4,90033.61,98.2100000000064,0.982100000000064
1463,2025-12-10 11:21:40,0.01,89933.12,90026.52,93.40000000000873,0.9340000000000873
1487,2025-12-10 11:21:41,0.01,89933.57,90035.14,101.56999999999243,1.0156999999999243
1488,2025-12-10 11:21:41,0.01,89933.57,90035.14,101.56999999999243,1.0156999999999243
1501,2025-12-10 11:21:42,0.01,89940.91,90046.95,106.0399999999936,1.060399999999936
1502,2025-12-10 11:21:42,0.01,89940.91,90048.02,107.11000000000058,1.071100000000006
1503,2025-12-10 11:21:42,0.01,89940.91,90048.02,107.11000000000058,1.071100000000006
1593,2025-12-10 11:21:46,0.01,89929.4,90073.95,144.5500000000029,1.445500000000029
1661,2025-12-10 11:21:50,0.01,89913.29,90112.39,199.10000000000582,1.9910000000000583
1662,2025-12-10 11:21:50,0.01,89913.29,90112.39,199.10000000000582,1.9910000000000583
1721,2025-12-10 11:21:53,0.01,89912.28,90127.37,215.0899999999965,2.150899999999965
1761,2025-12-10 11:21:55,0.01,89915.74,90121.56,205.81999999999243,2.0581999999999243
1762,2025-12-10 11:21:55,0.01,89915.74,90121.56,205.81999999999243,2.0581999999999243
1801,2025-12-10 11:21:57,0.01,89915.49,90125.73,210.2399999999907,2.102399999999907
1802,2025-12-10 11:21:57,0.01,89915.49,90125.73,210.2399999999907,2.102399999999907
1803,2025-12-10 11:21:57,0.01,89915.49,90125.73,210.2399999999907,2.102399999999907
1821,2025-12-10 11:21:58,0.01,89919.44,90115.65,196.20999999999185,1.9620999999999185
1822,2025-12-10 11:21:58,0.01,89919.44,90115.65,196.20999999999185,1.9620999999999185
1823,2025-12-10 11:21:58,0.01,89919.44,90118.23,198.7899999999936,1.987899999999936
1824,2025-12-10 11:21:58,0.01,89919.44,90117.67813799999,198.23813799998607,1.9823813799998606
1881,2025-12-10 11:22:01,0.01,89908.03,90118.59,210.55999999999767,2.105599999999977
1882,2025-12-10 11:22:01,0.01,89908.03,90118.59,210.55999999999767,2.105599999999977
1921,2025-12-10 11:22:03,0.01,89911.05,90137.26,226.20999999999185,2.2620999999999185
1931,2025-12-10 11:22:03,0.01,89911.18,90136.73,225.5500000000029,2.2555000000000294
1932,2025-12-10 11:22:03,0.01,89911.18,90136.73,225.5500000000029,2.2555000000000294
1933,2025-12-10 11:22:03,0.01,89911.18,90136.73,225.5500000000029,2.2555000000000294
1981,2025-12-10 11:22:06,0.01,89917.81,90129.55,211.74000000000524,2.1174000000000524
2001,2025-12-10 11:22:07,0.01,89921.09,90128.07,206.98000000001048,2.0698000000001047
2021,2025-12-10 11:22:08,0.01,89943.55,90133.29,189.7399999999907,1.897399999999907
2101,2025-12-10 11:22:12,0.01,89940.21,90122.88,182.66999999999825,1.8266999999999827
2221,2025-12-10 11:22:18,0.01,89942.11,90110.41,168.3000000000029,1.6830000000000291
2222,2025-12-10 11:22:18,0.01,89942.11,90110.41,168.3000000000029,1.6830000000000291
2223,2025-12-10 11:22:18,0.01,89942.11,90110.41,168.3000000000029,1.6830000000000291
2224,2025-12-10 11:22:18,0.01,89942.11,90110.41,168.3000000000029,1.6830000000000291
2225,2025-12-10 11:22:18,0.01,89942.11,90110.41,168.3000000000029,1.6830000000000291
2321,2025-12-10 11:22:23,0.01,89941.36,90115.0,173.63999999999942,1.7363999999999942
2421,2025-12-10 11:22:28,0.01,89953.69,90160.45,206.75999999999476,2.0675999999999477
2441,2025-12-10 11:22:29,0.01,89953.94,90157.6,203.6600000000035,2.036600000000035
2442,2025-12-10 11:22:29,0.01,89953.94,90157.6,203.6600000000035,2.036600000000035
2463,2025-12-10 11:22:30,0.01,89952.78,90158.15,205.36999999999534,2.0536999999999535
2464,2025-12-10 11:22:30,0.01,89952.82523,90158.15,205.324769999992,2.05324769999992
2465,2025-12-10 11:22:30,0.01,89952.88,90158.15,205.26999999998952,2.0526999999998954
2483,2025-12-10 11:22:31,0.01,89945.71,90155.67,209.95999999999185,2.0995999999999184
2484,2025-12-10 11:22:31,0.01,89945.71,90155.67,209.95999999999185,2.0995999999999184
2501,2025-12-10 11:22:32,0.01,89943.41,90168.98,225.56999999999243,2.2556999999999245
2502,2025-12-10 11:22:32,0.01,89941.96,90168.98,227.01999999998952,2.270199999999895
2503,2025-12-10 11:22:32,0.01,89941.96,90168.98,227.01999999998952,2.270199999999895
2530,2025-12-10 11:22:33,0.01,89960.18,90171.25,211.07000000000698,2.1107000000000697
2531,2025-12-10 11:22:33,0.01,89960.18,90171.25,211.07000000000698,2.1107000000000697
2532,2025-12-10 11:22:33,0.01,89960.18,90171.25,211.07000000000698,2.1107000000000697
2541,2025-12-10 11:22:34,0.01,89941.67,90155.7,214.02999999999884,2.1402999999999883
2542,2025-12-10 11:22:34,0.01,89941.67,90155.7,214.02999999999884,2.1402999999999883
2543,2025-12-10 11:22:34,0.01,89941.67,90155.7,214.02999999999884,2.1402999999999883
2544,2025-12-10 11:22:34,0.01,89941.67,90155.7,214.02999999999884,2.1402999999999883
2581,2025-12-10 11:22:36,0.01,89945.07,90169.84,224.76999999998952,2.2476999999998952
2701,2025-12-10 11:22:42,0.01,89933.76,90167.11,233.35000000000582,2.333500000000058
2702,2025-12-10 11:22:42,0.01,89933.76,90167.11,233.35000000000582,2.333500000000058
2752,2025-12-10 11:22:44,0.01,89938.6,90177.93,239.3299999999872,2.393299999999872
2753,2025-12-10 11:22:44,0.01,89938.6,90177.93,239.3299999999872,2.393299999999872
2779,2025-12-10 11:22:45,0.01,89935.88,90175.98,240.09999999999127,2.4009999999999128
2780,2025-12-10 11:22:45,0.01,89935.88,90175.813314,239.93331399999443,2.3993331399999445
2821,2025-12-10 11:22:48,0.01,89920.0,90177.61,257.6100000000006,2.576100000000006
2822,2025-12-10 11:22:48,0.01,89920.0,90177.61,257.6100000000006,2.576100000000006
2841,2025-12-10 11:22:49,0.01,89919.04,90174.41,255.3700000000099,2.553700000000099
2933,2025-12-10 11:22:53,0.01,89902.76,90163.97,261.2100000000064,2.6121000000000643
2941,2025-12-10 11:22:54,0.01,89895.14,90162.13,266.99000000000524,2.6699000000000526
2942,2025-12-10 11:22:54,0.01,89895.34615738425,90162.13,266.7838426157541,2.667838426157541
2943,2025-12-10 11:22:54,0.01,89895.56,90162.13,266.570000000007,2.66570000000007
2944,2025-12-10 11:22:54,0.01,89895.56,90162.13,266.570000000007,2.66570000000007
2981,2025-12-10 11:22:56,0.01,89911.91,90156.77,244.86000000000058,2.4486000000000057
3034,2025-12-10 11:22:58,0.01,89935.36,90165.52,230.1600000000035,2.301600000000035
3035,2025-12-10 11:22:58,0.01,89935.36,90165.52,230.1600000000035,2.301600000000035
3036,2025-12-10 11:22:58,0.01,89935.36,90164.55162700001,229.19162700000743,2.2919162700000744
3041,2025-12-10 11:22:59,0.01,89941.44,90158.81,217.36999999999534,2.1736999999999536
3042,2025-12-10 11:22:59,0.01,89941.44,90158.81,217.36999999999534,2.1736999999999536
3043,2025-12-10 11:22:59,0.01,89941.44,90158.81,217.36999999999534,2.1736999999999536
3081,2025-12-10 11:23:01,0.01,89919.59,90153.36,233.77000000000407,2.3377000000000407
3082,2025-12-10 11:23:01,0.01,89919.59,90153.36,233.77000000000407,2.3377000000000407
3125,2025-12-10 11:23:03,0.01,89926.4,90160.7,234.3000000000029,2.3430000000000293
3126,2025-12-10 11:23:03,0.01,89926.4,90160.7,234.3000000000029,2.3430000000000293
3141,2025-12-10 11:23:04,0.01,89925.61,90162.43,236.81999999999243,2.3681999999999244
3160,2025-12-10 11:23:04,0.01,89924.95,90162.72,237.77000000000407,2.377700000000041
3221,2025-12-10 11:23:08,0.01,89899.51,90149.61,250.10000000000582,2.501000000000058
3222,2025-12-10 11:23:08,0.01,89899.51,90149.61,250.10000000000582,2.501000000000058
3261,2025-12-10 11:23:10,0.01,89913.23,90142.65,229.41999999999825,2.2941999999999827
3322,2025-12-10 11:23:13,0.01,89915.81,90134.97,219.1600000000035,2.191600000000035
3323,2025-12-10 11:23:13,0.01,89915.81,90134.97,219.1600000000035,2.191600000000035
3338,2025-12-10 11:23:13,0.01,89916.53,90134.89,218.36000000000058,2.183600000000006
3339,2025-12-10 11:23:13,0.01,89916.53,90134.89,218.36000000000058,2.183600000000006
3340,2025-12-10 11:23:13,0.01,89916.53,90134.89,218.36000000000058,2.183600000000006
3364,2025-12-10 11:23:15,0.01,89916.23,90156.94,240.7100000000064,2.407100000000064
